,Manufacturer,Model Name,Category,Screen Size,Screen,CPU,RAM,Storage,GPU,Operating System,Operating System Version,Weight,Price,Pixel,full_hd,ips panel,touchscreen,4k ultra hd,quad hd+,retina display,CPU-a,CPU-b,SSD,HDD,Flash_storage,Hybrid_storage,GPU-a,GPU-b,MX_GPU,Gr_AMDc,Gr_AMDr,GTX_card
341,Lenovo,IdeaPad 320-15ABR,Notebook,15.6,Full HD 1920x1080,AMD A12-Series 9720P 3.6GHz,12,2TB HDD,AMD Radeon 530,Windows,10,2.2,22782.6378,1920x1080,1,0,0,0,0,0,AMD A12-Series,3.6,0,2048,0,0,AMD Radeon,530,0,530,0,0
342,HP,ProBook 450,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,8,1TB HDD,Nvidia GeForce 930MX,Windows,10,2.1,18145.0152,1920x1080,1,1,0,0,0,0,Intel Core i3,2.4,0,1024,0,0,Nvidia GeForce,930MX,930,0,0,0
343,Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,16,512GB SSD,Intel UHD Graphics 620,Windows,10,1.4,53193.2778,3840x2160,0,1,1,1,0,0,Intel Core i7,1.8,512,0,0,0,Intel UHD Graphics,620,0,620,0,0
344,Dell,XPS 13,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Intel UHD Graphics 620,Windows,10,1.2,40015.3338,1920x1080,1,0,0,0,0,0,Intel Core i7,1.8,256,0,0,0,Intel UHD Graphics,620,0,620,0,0
345,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  2TB HDD,Nvidia GeForce GTX 1050 Ti,Windows,10,2.4,28611.3438,1920x1080,1,1,0,0,0,0,Intel Core i7,2.8,256,2048,0,0,Nvidia GeForce,1050 Ti,0,0,0,1050
346,HP,Stream 14-AX001nv,Notebook,14.0,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2,32GB Flash Storage,Intel HD Graphics 400,Windows,10,1.44,7070.4738,1366x768,0,0,0,0,0,0,Intel Celeron Dual Core,1.6,0,0,32,0,Intel HD Graphics,400,0,400,0,0
347,Dell,Latitude 5590,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 8650U 1.9GHz,16,512GB SSD +  256GB SSD,Intel UHD Graphics 620,Windows,10,1.88,40749.243912000005,1920x1080,1,0,0,0,0,0,Intel Core i7,1.9,768,0,0,0,Intel UHD Graphics,620,0,620,0,0
348,Asus,VivoBook Flip,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,32GB Flash Storage,Intel HD Graphics 500,Windows,10,1.5,9503.325,1366x768,0,0,1,0,0,0,Intel Celeron Dual Core,1.1,0,0,32,0,Intel HD Graphics,500,0,500,0,0
349,Dell,Inspiron 5570,Ultrabook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,1TB HDD,AMD Radeon 530,Windows,10,1.9,16801.8786,1920x1080,1,0,0,0,0,0,Intel Core i5,1.6,0,1024,0,0,AMD Radeon,530,0,530,0,0
350,Dell,XPS 15,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD,Nvidia GeForce GTX 1050,Windows,10,2.06,51379.28312400001,3840x2160,0,0,1,1,0,0,Intel Core i7,2.8,512,0,0,0,Nvidia GeForce,1050,0,0,0,1050
351,HP,Elitebook 850,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,1.84,33046.2288,1920x1080,1,0,0,0,0,0,Intel Core i7,2.7,256,0,0,0,Intel HD Graphics,620,0,620,0,0
352,MSI,GP72MVR 7RFX,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,10,2.7,35707.1598,1920x1080,1,0,0,0,0,0,Intel Core i7,2.8,128,1024,0,0,Nvidia GeForce,1060,0,0,0,1060
353,HP,Zbook 15,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Nvidia Quadro M1200,Windows,10,2.6,44051.585993999994,1920x1080,1,0,0,0,0,0,Intel Core i7,2.8,256,0,0,0,Nvidia Quadro,M1200,0,0,1200,0
354,Toshiba,Tecra A50-C-21G,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16,512GB SSD,Nvidia GeForce 930M,Windows,10,2.4,35555.1066,1920x1080,1,1,0,0,0,0,Intel Core i7,2.5,512,0,0,0,Nvidia GeForce,930M,0,0,0,0
355,Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,128GB SSD +  2TB HDD,AMD Radeon 530,Windows,10,2.02,24604.74198,1920x1080,1,0,0,0,0,0,Intel Core i7,1.8,128,2048,0,0,AMD Radeon,530,0,530,0,0
356,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,1TB HDD,Intel HD Graphics 500,No OS,No_ver,2.2,8159.934978000001,1366x768,0,0,0,0,0,0,Intel Celeron Dual Core,1.1,0,1024,0,0,Intel HD Graphics,500,0,500,0,0
357,Dell,Inspiron 7577,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,1TB HDD,Nvidia GeForce GTX 1050,Windows,10,2.65,25316.8578,1920x1080,1,0,0,0,0,0,Intel Core i5,2.5,0,1024,0,0,Nvidia GeForce,1050,0,0,0,1050
358,Dell,Inspiron 3567,Notebook,15.6,Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,8,2TB HDD,Intel HD Graphics 620,Windows,10,2.36,14124.982014000001,1366x768,0,0,1,0,0,0,Intel Core i5,2.5,0,2048,0,0,Intel HD Graphics,620,0,620,0,0
359,Dell,Latitude 7480,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,1.36,36163.3194,1920x1080,1,0,0,0,0,0,Intel Core i5,2.6,256,0,0,0,Intel HD Graphics,620,0,620,0,0
360,HP,250 G6,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,500GB HDD,Intel HD Graphics 520,Windows,10,1.86,11125.2258,1366x768,0,0,0,0,0,0,Intel Core i3,2.0,0,500,0,0,Intel HD Graphics,520,0,520,0,0
361,Asus,Zenbook UX410UA-GV027T,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,2.0,23948.379,1920x1080,1,0,0,0,0,0,Intel Core i5,2.5,256,0,0,0,Intel HD Graphics,620,0,620,0,0
362,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,Intel Core i5 7200U 2.5GHz,6,128GB SSD +  1TB HDD,Nvidia GeForce GTX 940MX,Windows,10,2.8,18221.0418,1600x900,0,0,0,0,0,0,Intel Core i5,2.5,128,1024,0,0,Nvidia GeForce,940MX,940,0,0,0
363,HP,250 G6,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Intel HD Graphics 620,Windows,10,1.86,16193.6658,1920x1080,1,0,0,0,0,0,Intel Core i5,2.5,0,1024,0,0,Intel HD Graphics,620,0,620,0,0
364,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,8,256GB SSD,Nvidia GeForce 920MX,No OS,No_ver,2.2,12645.7578,1366x768,0,0,0,0,0,0,Intel Core i3,2.0,256,0,0,0,Nvidia GeForce,920MX,920,0,0,0
365,HP,15-AY023na,Notebook,15.6,1366x768,Intel Pentium Quad Core N3710 1.6GHz,8,2TB HDD,Intel HD Graphics 405,Windows,10,2.04,9858.1158,1366x768,0,0,0,0,0,0,Intel Pentium Quad Core,1.6,0,2048,0,0,Intel HD Graphics,405,0,405,0,0
366,Dell,Inspiron 5770,Notebook,17.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,128GB SSD +  1TB HDD,AMD Radeon 530,Windows,10,2.8,27496.287,1920x1080,1,0,0,0,0,0,Intel Core i5,1.6,128,1024,0,0,AMD Radeon,530,0,530,0,0
367,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,No OS,No_ver,2.4,20501.8398,1920x1080,1,1,0,0,0,0,Intel Core i5,2.5,128,1024,0,0,Nvidia GeForce,1050,0,0,0,1050
368,Dell,Inspiron 5567,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,AMD Radeon R7 M445,Windows,10,2.33,22782.6378,1920x1080,1,0,0,0,0,0,Intel Core i7,2.7,256,0,0,0,AMD Radeon,M445,0,445,0,0
369,HP,Elitebook 1040,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,1.36,44348.85,1920x1080,1,1,0,0,0,0,Intel Core i7,2.7,256,0,0,0,Intel HD Graphics,620,0,620,0,0
370,Asus,ZenBook Flip,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12,512GB SSD +  2TB HDD,Nvidia GeForce GT 940MX,Windows,10,2.26,27851.0778,1920x1080,1,0,1,0,0,0,Intel Core i7,2.7,512,2048,0,0,Nvidia GeForce,940MX,940,0,0,0
371,Acer,Aspire 3,Notebook,15.6,1366x768,AMD A9-Series 9420 3GHz,4,128GB SSD,AMD Radeon R5,Windows,10,2.1,10795.7772,1366x768,0,0,0,0,0,0,AMD A9-Series,3.0,128,0,0,0,AMD Radeon,R5,0,0,0,0
372,Asus,Rog Strix,Gaming,17.3,IPS Panel Full HD 1920x1080,AMD Ryzen 1700 3GHz,16,256GB SSD +  1TB HDD,AMD Radeon RX 580,Windows,10,3.25,55727.4978,1920x1080,1,1,0,0,0,0,AMD Ryzen 1,3.0,256,1024,0,0,AMD Radeon,580,0,0,580,0
373,Lenovo,IdeaPad 110-17ACL,Notebook,17.3,1600x900,AMD A8-Series 7410 2.2GHz,4,128GB SSD,AMD Radeon R5,Windows,10,2.6,12392.3358,1600x900,0,0,0,0,0,0,AMD A8-Series,2.2,128,0,0,0,AMD Radeon,R5,0,0,0,0
374,Dell,Inspiron 5379,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Intel UHD Graphics 620,Windows,10,1.62,22022.625222,1920x1080,1,0,1,0,0,0,Intel Core i7,1.8,256,0,0,0,Intel UHD Graphics,620,0,620,0,0
375,HP,15-bw003nv,Notebook,15.6,Full HD 1920x1080,AMD A9-Series 9420 3GHz,4,256GB SSD,AMD Radeon R5,Windows,10,1.91,12392.082378,1920x1080,1,0,0,0,0,0,AMD A9-Series,3.0,256,0,0,0,AMD Radeon,R5,0,0,0,0
376,Lenovo,Yoga 11e,Netbook,11.6,IPS Panel 1366x768,Intel Celeron Quad Core N3450 1.1GHz,4,128GB SSD,Intel HD Graphics 500,Windows,10,1.59,14014.2366,1366x768,0,1,0,0,0,0,Intel Celeron Quad Core,1.1,128,0,0,0,Intel HD Graphics,500,0,500,0,0
377,Dell,Inspiron 3552,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.60GHz,4,500GB HDD,Intel HD Graphics 400,Windows,10,1.8,7830.7398,1366x768,0,0,0,0,0,0,Intel Celeron Dual Core,1.6,0,500,0,0,Intel HD Graphics,400,0,400,0,0
378,Asus,VivoBook E403NA,Notebook,14.0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,32GB Flash Storage,Intel HD Graphics 500,Windows,10,1.5,7247.8692,1366x768,0,0,0,0,0,0,Intel Celeron Dual Core,1.1,0,0,32,0,Intel HD Graphics,500,0,500,0,0
379,Acer,Aspire 7,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1TB HDD,Nvidia GeForce GTX 1050,Linux,No_ver,2.4,21439.5012,1920x1080,1,0,0,0,0,0,Intel Core i7,2.8,0,1024,0,0,Nvidia GeForce,1050,0,0,0,1050
380,HP,Omen 17-w212nv,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows,10,3.35,30182.5602,1920x1080,1,1,0,0,0,0,Intel Core i7,2.8,128,1024,0,0,Nvidia GeForce,1050,0,0,0,1050
381,Lenovo,V310-15ISK,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,128GB SSD,Intel HD Graphics 520,No OS,No_ver,1.85,10225.5777,1920x1080,1,0,0,0,0,0,Intel Core i3,2.0,128,0,0,0,Intel HD Graphics,520,0,520,0,0
382,Asus,ROG Strix,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,10,2.3,41941.341,1920x1080,1,1,0,0,0,0,Intel Core i7,2.8,128,1024,0,0,Nvidia GeForce,1060,0,0,0,1060
383,Lenovo,IdeaPad 720S-14IKB,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Nvidia GeForce 940MX,Windows,10,1.5,27851.0778,1920x1080,1,1,0,0,0,0,Intel Core i5,2.5,256,0,0,0,Nvidia GeForce,940MX,940,0,0,0
384,Asus,Zenbook Flip,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Intel HD Graphics 620,Windows,10,1.1,44320.97358,1920x1080,1,0,1,0,0,0,Intel Core i7,2.7,512,0,0,0,Intel HD Graphics,620,0,620,0,0
385,Lenovo,Thinkpad X1,Ultrabook,14.0,IPS Panel 2560x1440,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Intel HD Graphics 620,Windows,10,1.13,57830.9004,2560x1440,0,1,0,0,0,0,Intel Core i7,2.7,512,0,0,0,Intel HD Graphics,620,0,620,0,0
386,Lenovo,Ideapad 510S-13IKB,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4,128GB SSD,Intel HD Graphics 620,Windows,10,1.5,13912.8678,1920x1080,1,1,0,0,0,0,Intel Core i3,2.4,128,0,0,0,Intel HD Graphics,620,0,620,0,0
387,Dell,Precision 3510,Workstation,15.6,Full HD 1920x1080,Intel Core i5 6440HQ 2.6GHz,8,500GB HDD,AMD FirePro W5130M,Windows,10,2.23,34693.4718,1920x1080,1,0,0,0,0,0,Intel Core i5,2.6,0,500,0,0,AMD FirePro,W5130M,0,0,530,0
388,Dell,Precision 5520,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,8,256GB SSD,Nvidia Quadro M1200,Windows,10,2.0,54105.597,1920x1080,1,1,0,0,0,0,Intel Core i7,2.7,256,0,0,0,Nvidia Quadro,M1200,0,0,1200,0
389,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,Touchscreen 2560x1440,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Intel HD Graphics 620,Windows,10,1.42,63583.5798,2560x1440,0,0,1,0,0,0,Intel Core i7,2.7,512,0,0,0,Intel HD Graphics,620,0,620,0,0
390,Asus,Rog GL753VD-GC042T,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1TB HDD,Nvidia GeForce GTX 1050,Windows,10,3.0,26330.5458,1920x1080,1,0,0,0,0,0,Intel Core i7,2.8,0,1024,0,0,Nvidia GeForce,1050,0,0,0,1050
391,Asus,Rog GL753VE-GC070T,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows,10,3.0,40319.4402,1920x1080,1,0,0,0,0,0,Intel Core i7,2.8,256,1024,0,0,Nvidia GeForce,1050 Ti,0,0,0,1050
392,Acer,Aspire 5,Notebook,15.6,IPS Panel 1366x768,Intel Core i5 8250U 1.6GHz,12,1TB HDD,Nvidia GeForce MX130,Windows,10,2.2,17587.233378,1366x768,0,1,0,0,0,0,Intel Core i5,1.6,0,1024,0,0,Nvidia GeForce,MX130,130,0,0,0
393,MSI,Leopard GP72M,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Nvidia GeForce GTX 1050 Ti,Windows,10,2.7,34186.6278,1920x1080,1,0,0,0,0,0,Intel Core i7,2.8,256,0,0,0,Nvidia GeForce,1050 Ti,0,0,0,1050
394,Dell,Inspiron 5567,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,AMD Radeon R7 M445,Linux,No_ver,2.33,19738.279314,1920x1080,1,0,0,0,0,0,Intel Core i7,2.7,256,0,0,0,AMD Radeon,M445,0,445,0,0
395,HP,15-BW004nv,Ultrabook,15.6,Full HD 1920x1080,AMD A9-Series 9420 3GHz,4,256GB SSD,AMD Radeon 520,Windows,10,1.91,12645.7578,1920x1080,1,0,0,0,0,0,AMD A9-Series,3.0,256,0,0,0,AMD Radeon,520,0,520,0,0
396,Lenovo,ThinkPad E580,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB SSD,AMD Radeon RX 550,Windows,10,2.1,31159.755431999998,1920x1080,1,1,0,0,0,0,Intel Core i7,1.8,256,0,0,0,AMD Radeon,550,0,0,550,0
397,Lenovo,ThinkPad L470,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,1.9,23770.9836,1920x1080,1,1,0,0,0,0,Intel Core i5,2.5,256,0,0,0,Intel HD Graphics,620,0,620,0,0
398,Dell,Precision M5520,Workstation,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Nvidia Quadro M1200,Windows,10,1.78,68728.0464,3840x2160,0,0,1,1,0,0,Intel Core i7,2.8,256,0,0,0,Nvidia Quadro,M1200,0,0,1200,0
399,Lenovo,Thinkpad X1,Ultrabook,14.0,IPS Panel 2560x1440,Intel Core i7 7500U 2.7GHz,16,1TB SSD,Intel HD Graphics 620,Windows,10,1.13,66523.275,2560x1440,0,1,0,0,0,0,Intel Core i7,2.7,1024,0,0,0,Intel HD Graphics,620,0,620,0,0
400,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,1TB HDD,Intel HD Graphics 500,Windows,10,2.2,7754.7132,1366x768,0,0,0,0,0,0,Intel Celeron Dual Core,1.1,0,1024,0,0,Intel HD Graphics,500,0,500,0,0
401,Asus,FX753VD-GC461T,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows,10,2.9,38748.2238,1920x1080,1,0,0,0,0,0,Intel Core i7,2.8,256,1024,0,0,Nvidia GeForce,1050,0,0,0,1050
402,Lenovo,ThinkPad E580,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD +  1TB HDD,AMD Radeon RX 550,Windows,10,2.1,29004.1479,1920x1080,1,1,0,0,0,0,Intel Core i5,1.6,256,1024,0,0,AMD Radeon,550,0,0,550,0
403,Acer,Aspire 7,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Nvidia GeForce GTX 1050,Linux,No_ver,2.5,22275.7938,1920x1080,1,0,0,0,0,0,Intel Core i7,2.8,256,0,0,0,Nvidia GeForce,1050,0,0,0,1050
404,MSI,GE73VR 7RF,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows,10,2.8,56994.6078,1920x1080,1,0,0,0,0,0,Intel Core i7,2.8,256,1024,0,0,Nvidia GeForce,1070,0,0,0,1070
405,Asus,Zenbook 3,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Intel HD Graphics 620,Windows,10,1.1,47465.9406,1920x1080,1,0,0,0,0,0,Intel Core i7,2.7,512,0,0,0,Intel HD Graphics,620,0,620,0,0
406,Toshiba,Portege Z30-C-16P,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16,512GB SSD,Intel HD Graphics 520,Windows,10,1.2,44272.8234,1920x1080,1,0,0,0,0,0,Intel Core i7,2.5,512,0,0,0,Intel HD Graphics,520,0,520,0,0
407,Dell,Latitude 7480,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8,512GB SSD,Intel HD Graphics,Windows,10,1.36,42574.896,1920x1080,1,0,0,0,0,0,Intel Core i7,2.8,512,0,0,0,Intel HD Graphics,Graphics,0,530,0,0
408,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,500GB HDD,Intel HD Graphics 520,Windows,10,2.2,10364.9598,1920x1080,1,0,0,0,0,0,Intel Core i3,2.0,0,500,0,0,Intel HD Graphics,520,0,520,0,0
409,Lenovo,Lenovo IdeaPad,Notebook,11.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,2,32GB Flash Storage,Intel HD Graphics 500,Windows,10,1.15,7715.43279,1366x768,0,0,0,0,0,0,Intel Celeron Dual Core,1.1,0,0,32,0,Intel HD Graphics,500,0,500,0,0
410,Lenovo,ThinkPad P51,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,512GB SSD,Nvidia Quadro M1200,Windows,10,2.67,48783.735,1920x1080,1,0,0,0,0,0,Intel Core i7,2.8,512,0,0,0,Nvidia Quadro,M1200,0,0,1200,0
411,Lenovo,Thinkpad T470p,Ultrabook,14.0,IPS Panel Full HD 2560x1440,Intel Core i7 7700HQ 2.8GHz,8,512GB SSD,Nvidia GeForce GT 940MX,Windows,10,1.7,49239.8946,2560x1440,1,1,0,0,0,0,Intel Core i7,2.8,512,0,0,0,Nvidia GeForce,940MX,940,0,0,0
412,HP,15-BS028nv,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,1TB HDD,AMD Radeon 520,Windows,10,2.1,11885.4918,1920x1080,1,0,0,0,0,0,Intel Core i3,2.0,0,1024,0,0,AMD Radeon,520,0,520,0,0
413,Acer,Aspire R7,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Intel HD Graphics 520,Windows,10,1.6,19995.249222000002,1920x1080,1,1,1,0,0,0,Intel Core i7,2.5,256,0,0,0,Intel HD Graphics,520,0,520,0,0
414,Asus,ZenBook Flip,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,1.27,23517.5616,1920x1080,1,1,1,0,0,0,Intel Core i5,2.5,256,0,0,0,Intel HD Graphics,620,0,620,0,0
415,Dell,Inspiron 3567,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,256GB SSD,AMD Radeon R5 M430,Linux,No_ver,2.3,15177.44358,1920x1080,1,0,0,0,0,0,Intel Core i5,2.5,256,0,0,0,AMD Radeon,M430,0,430,0,0
416,Dell,Latitude 3380,Notebook,13.3,1366x768,Intel Core i3 6006U 2GHz,4,128GB SSD,Intel HD Graphics 520,Windows,10,1.65,17460.7758,1366x768,0,0,0,0,0,0,Intel Core i3,2.0,128,0,0,0,Intel HD Graphics,520,0,520,0,0
417,HP,EliteBook 1040,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Intel HD Graphics 520,Windows,10,1.43,38013.3,1920x1080,1,0,0,0,0,0,Intel Core i7,2.5,256,0,0,0,Intel HD Graphics,520,0,520,0,0
418,Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Intel HD Graphics 620,Windows,10,2.14,13683.52089,1366x768,0,0,0,0,0,0,Intel Core i5,2.5,0,1024,0,0,Intel HD Graphics,620,0,620,0,0
419,Lenovo,ThinkPad E480,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB SSD,AMD Radeon RX 550,Windows,10,1.75,30800.403036000003,1920x1080,1,1,0,0,0,0,Intel Core i7,1.8,256,0,0,0,AMD Radeon,550,0,0,550,0
420,Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.6,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD,Nvidia GeForce GTX 1050,Windows,10,2.0,48124.8378,3840x2160,0,1,1,1,0,0,Intel Core i7,2.8,512,0,0,0,Nvidia GeForce,1050,0,0,0,1050
421,Chuwi,LapBook 12.3,Notebook,12.3,IPS Panel Retina Display 2736x1824,Intel Celeron Quad Core N3450 1.1GHz,6,64GB Flash Storage,Intel HD Graphics 500,Windows,10,1.4,11378.6478,2736x1824,0,1,0,0,0,1,Intel Celeron Quad Core,1.1,0,0,64,0,Intel HD Graphics,500,0,500,0,0
422,HP,ProBook 650,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7820HQ 2.9GHz,8,256GB SSD,Intel HD Graphics 630,Windows,10,2.31,36163.3194,1920x1080,1,0,0,0,0,0,Intel Core i7,2.9,256,0,0,0,Intel HD Graphics,630,0,630,0,0
423,Asus,X542UQ-DM117,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,8,1TB HDD,Nvidia GeForce 940MX,Linux,No_ver,2.3,15129.2934,1920x1080,1,0,0,0,0,0,Intel Core i3,2.4,0,1024,0,0,Nvidia GeForce,940MX,940,0,0,0
424,Dell,Alienware 17,Gaming,17.3,IPS Panel 2560x1440,Intel Core i7 7820HK 2.9GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows,10,4.42,70932.8178,2560x1440,0,1,0,0,0,0,Intel Core i7,2.9,256,1024,0,0,Nvidia GeForce,1070,0,0,0,1070
425,Dell,Inspiron 7577,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows,10,2.62,29371.6098,1920x1080,1,1,0,0,0,0,Intel Core i7,2.8,128,1024,0,0,Nvidia GeForce,1050 Ti,0,0,0,1050
426,Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB SSD +  2TB HDD,AMD Radeon 530,Windows,10,2.02,28950.92928,1920x1080,1,0,0,0,0,0,Intel Core i7,1.8,256,2048,0,0,AMD Radeon,530,0,530,0,0
427,Dell,Latitude 5480,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8,256GB SSD,Intel HD Graphics 620,Linux,No_ver,1.6,27851.0778,1920x1080,1,0,0,0,0,0,Intel Core i7,2.8,256,0,0,0,Intel HD Graphics,620,0,620,0,0
